day,MMD,P_value
0,0.10256500083448716,0.16279999911785126
1,0.10587195520168224,0.13539999723434448
2,0.1180501737137829,0.06659999489784241
3,0.10113461984693406,0.1850999891757965
4,0.10679606314842749,0.14489999413490295
5,0.10472682716071913,0.17299999296665192
6,0.1345447131158768,0.03689999878406525
7,0.07986303876841339,0.5388999581336975
8,0.07984338839968896,0.5317000150680542
9,0.08249482124697494,0.4777999818325043
10,0.08544720570052267,0.41029998660087585
11,0.09716576148332057,0.23189999163150787
12,0.10045557607969102,0.19020000100135803
13,0.14461983702449377,0.020399998873472214
14,0.0831436443265492,0.45979997515678406
15,0.08005763706484825,0.5342999696731567
16,0.07975143170533183,0.5471999645233154
17,0.1057016024991475,0.14800000190734863
18,0.15391376194764894,0.008899999782443047
19,0.11515920264360502,0.09529999643564224
20,0.16398218734233105,0.00559999980032444
21,0.08447191593291947,0.43369999527931213
22,0.08409317380164882,0.4430999755859375
23,0.08951424185974743,0.3425999879837036
24,0.10365163219797946,0.1664000004529953
25,0.12063103433586142,0.06499999761581421
26,0.11708946954377364,0.07559999823570251
27,0.1592865526941294,0.005399999674409628
28,0.08824172030659083,0.3684999942779541
29,0.08419840878755736,0.43549999594688416
30,0.09711062325002717,0.2352999895811081
31,0.09539644258643354,0.2556999921798706
32,0.12923355906231482,0.03610000014305115
33,0.11825822098689875,0.07689999788999557
34,0.14691188676399847,0.013199999928474426
35,0.08751379817145133,0.38449999690055847
36,0.07940906940329517,0.5367000102996826
37,0.0844269870917791,0.4277999997138977
38,0.09718124866875932,0.23169998824596405
39,0.10461883363566127,0.15609999001026154
40,0.09877730031386278,0.21739999949932098
41,0.14820765004013592,0.011299999430775642
42,0.10515834908040911,0.13930000364780426
43,0.10848929285011288,0.11409999430179596
44,0.09226282261055685,0.2953999936580658
45,0.09976015748947176,0.20889998972415924
46,0.09356156181111541,0.2759000062942505
47,0.09351376084348839,0.2751999795436859
48,0.14780501156643155,0.017500000074505806
49,0.08585616407746088,0.4120999872684479
50,0.08669386380547728,0.4016999900341034
51,0.09800361858867102,0.2303999960422516
52,0.12058078525863913,0.05729999765753746
53,0.1305495773120422,0.03889999911189079
54,0.11736386619434747,0.08049999922513962
55,0.1996952805369443,0.00019999999494757503
56,0.10835826449712793,0.11699999868869781
57,0.09468833968879009,0.2590999901294708
58,0.10309440448730123,0.1639000028371811
59,0.09980938743388812,0.19280000030994415
60,0.11329858599844811,0.09449999779462814
61,0.12848238194264616,0.03579999879002571
62,0.18041885184188566,0.0010999999940395355
63,0.08084298702749115,0.512499988079071
64,0.09737000756641323,0.22929999232292175
65,0.11384014629755423,0.09049999713897705
66,0.09621065916680971,0.24650000035762787
67,0.08776737252250078,0.38339999318122864
68,0.09861763415959524,0.2166999876499176
69,0.1531782718821466,0.008599999360740185
70,0.09092237518481294,0.31630000472068787
71,0.10855880517457406,0.12469999492168427
72,0.11576534610825662,0.07689999788999557
73,0.10431050664789865,0.1614999920129776
74,0.13202476017797915,0.03019999898970127
75,0.11673171970828156,0.08179999887943268
76,0.1421788257561556,0.018799999728798866
77,0.14556075086226627,0.011399999260902405
78,0.14934934082465556,0.007199999876320362
79,0.1283447223124674,0.03370000049471855
80,0.10719391382775623,0.13939999043941498
81,0.1221424557881885,0.05819999799132347
82,0.13429379979652434,0.023099999874830246
83,0.18546089783990394,9.999999747378752e-05
84,0.1826734519763058,0.0010999999940395355
85,0.10054956456264907,0.19119998812675476
86,0.1113457448030124,0.10170000046491623
87,0.11573415680091226,0.0851999968290329
88,0.17010152201151119,0.0015999999595806003
89,0.11268075004365619,0.09649999439716339
90,0.24396688164908453,0.0
91,0.2255920722385374,0.0
92,0.1598011293829107,0.004600000102072954
93,0.11310408770988922,0.09389999508857727
94,0.14122546574867356,0.019899999722838402
95,0.12405214116865859,0.048899997025728226
96,0.1370333562317929,0.019600000232458115
97,0.14859715270539486,0.012799999676644802
98,0.09821552448460591,0.21779999136924744
99,0.13248712595114087,0.030799999833106995
100,0.13996046497465975,0.0210999995470047
101,0.10849086584254497,0.1265999972820282
102,0.1564160627175062,0.004799999762326479
103,0.19745668678060135,0.00019999999494757503
104,0.23090531223518762,0.0
105,0.10547654875907653,0.1451999992132187
106,0.13126964524831708,0.031300000846385956
107,0.1321931160181533,0.026799999177455902
108,0.18923141693098766,0.00039999998989515007
109,0.16000304214315997,0.0044999998062849045
110,0.15556166001096638,0.006099999882280827
111,0.1635963278770458,0.002899999963119626
112,0.12590906718085115,0.044199999421834946
113,0.08857583206083786,0.3513000011444092
114,0.1123879408512305,0.1022999957203865
115,0.1461122325933375,0.01269999984651804
116,0.11208515726230783,0.10559999942779541
117,0.11000679178734285,0.11569999903440475
118,0.17135227577812806,0.0008999999845400453
119,0.11021316041490392,0.1062999963760376
120,0.18358762499683,0.000699999975040555
121,0.18801828301414325,0.0004999999655410647
122,0.11859818989225168,0.06589999794960022
123,0.1561892739655948,0.005499999970197678
124,0.16557336025772318,0.0026000000070780516
125,0.21768824689112698,0.0
126,0.14117465079160252,0.014499999582767487
127,0.1556157747277851,0.005399999674409628
128,0.10597306580762167,0.13849999010562897
129,0.09868701968597149,0.21699999272823334
130,0.11403133967487955,0.08879999816417694
131,0.09838901935660394,0.22349999845027924
132,0.1511930718176211,0.00839999970048666
133,0.1174047661315496,0.07580000162124634
134,0.10752093786587591,0.13509999215602875
135,0.10521810715260216,0.15519998967647552
136,0.11220747257920283,0.10130000114440918
137,0.10837627195449273,0.12629999220371246
138,0.09978889105772137,0.203699991106987
139,0.17530920131384908,0.0009999999310821295
140,0.11464003076086371,0.08859999477863312
141,0.11626893389658899,0.06939999759197235
142,0.1361653994115819,0.01860000006854534
143,0.14190272716687957,0.01209999993443489
144,0.12790074563031006,0.03179999813437462
145,0.11739327020985346,0.0697999969124794
146,0.1792825784793859,0.0007999999797903001
147,0.13062824830706288,0.026799999177455902
148,0.15148184236893014,0.007699999958276749
149,0.10736929924152716,0.12849999964237213
150,0.14412519654882838,0.013199999928474426
151,0.15513490944044483,0.004900000058114529
152,0.1686980772858393,0.00279999990016222
153,0.2542071349557944,0.0
154,0.22048680981346336,0.0
155,0.12767782625845192,0.039799999445676804
156,0.15763858346020587,0.004799999762326479
157,0.11982593183408086,0.06830000132322311
158,0.14386530065817538,0.015699999406933784
159,0.16987707496897841,0.0015999999595806003
160,0.15512775037582438,0.00699999975040555
161,0.10140256527445102,0.18219999969005585
162,0.11562212562921292,0.07229999452829361
163,0.13207169504964678,0.02419999986886978
164,0.0983444794749031,0.2232999950647354
165,0.11429337171791554,0.08749999850988388
166,0.08766235930019328,0.3772999942302704
167,0.17153681202069682,0.001999999862164259
168,0.14394933431253376,0.013100000098347664
169,0.1461308302123927,0.013399999588727951
170,0.1693117055218094,0.0030999998562037945
171,0.13837301559317794,0.018799999728798866
172,0.13386316366661988,0.027699999511241913
173,0.10720202204893048,0.1290999948978424
174,0.19106641021810966,9.999999747378752e-05
175,0.18931683665260768,0.00039999998989515007
176,0.13289899906747182,0.025299999862909317
177,0.15809514568189842,0.0038999998942017555
178,0.12929105212195457,0.03889999911189079
179,0.13185560790392503,0.030299998819828033
180,0.13214911987965205,0.03319999948143959
181,0.15034659343501455,0.010900000110268593
182,0.09555698600383855,0.2491999864578247
183,0.10368464318505777,0.1656000018119812
184,0.10403818328681247,0.1573999971151352
185,0.1936023212562632,0.00019999999494757503
186,0.2096772136495293,0.0
187,0.32348876667230675,0.0
188,0.21361469916209885,0.0
189,0.11802075178314175,0.06719999760389328
190,0.13649758985189364,0.01850000023841858
191,0.14178939123179024,0.013399999588727951
192,0.19767788811916787,0.00019999999494757503
193,0.12506219379939565,0.042500000447034836
194,0.1846556465680511,0.00019999999494757503
195,0.2015476123186828,0.0004999999655410647
196,0.1092553130316376,0.12520000338554382
197,0.09113472623281393,0.3271999955177307
198,0.09307492006494211,0.28769999742507935
199,0.1148597136648275,0.085999995470047
200,0.08895380659061791,0.36730000376701355
201,0.0859620760028279,0.4080999791622162
202,0.1412107472709856,0.01679999940097332
203,0.09302100778205658,0.2920999825000763
204,0.11535727297192389,0.0876999944448471
205,0.15339954931580246,0.008599999360740185
206,0.09768307852688474,0.22439999878406525
207,0.11600410569489505,0.07840000092983246
208,0.13236728179633683,0.029199998825788498
209,0.20906571918111272,0.00029999998514540493
210,0.19613237362457303,9.999999747378752e-05
211,0.181710951452283,0.00139999995008111
212,0.11370440315662433,0.09439999610185623
213,0.12428090964314786,0.048899997025728226
214,0.16674784490899452,0.0023999998811632395
215,0.2312187755393731,0.0
216,0.2448164871841676,0.0
217,0.12407852822742638,0.04910000041127205
218,0.12092296895169374,0.0575999990105629
219,0.10391309076060096,0.15230000019073486
220,0.09327246338632667,0.28129997849464417
221,0.1049881864133495,0.1509999930858612
222,0.13582631338688333,0.02199999988079071
223,0.20077314407379765,0.000699999975040555
224,0.12545041722145478,0.03909999877214432
225,0.12223566219082782,0.057999998331069946
226,0.09692728595489264,0.2369999885559082
227,0.10328328370470086,0.16509999334812164
228,0.1302255814302764,0.029999999329447746
229,0.1291010357133111,0.035099998116493225
230,0.16507342119854052,0.002699999837204814
231,0.16684878798688918,0.00139999995008111
232,0.18360239662587285,0.00039999998989515007
233,0.12968038091726997,0.03139999881386757
234,0.10148140532639616,0.1833999902009964
235,0.10998320174775889,0.1062999963760376
236,0.11880642678043651,0.06909999996423721
237,0.17498833281298398,0.0016999999061226845
238,0.12263728961883769,0.05939999967813492
239,0.12109741322091216,0.06459999829530716
240,0.10081919100953107,0.1889999955892563
241,0.14705831315472295,0.014299999922513962
242,0.17940640930972274,0.0011999999405816197
243,0.11321170036051886,0.0965999960899353
244,0.1351461877974549,0.032099999487400055
245,0.11157700593385744,0.11319999396800995
246,0.10963238347585968,0.12839999794960022
247,0.129077213762832,0.04319999739527702
248,0.10585750442329278,0.1444000005722046
249,0.10772703938164963,0.1281999945640564
250,0.12218161285316809,0.05609999969601631
251,0.19212747263467778,0.0005999999702908099
252,0.10464199486996306,0.1598999947309494
253,0.0900730485614738,0.33469998836517334
254,0.10865341918417326,0.13419999182224274
255,0.10058541669437471,0.19269999861717224
256,0.0957445982437426,0.2587999999523163
257,0.09732337054638385,0.22819998860359192
258,0.17117506695639695,0.001999999862164259
259,0.11017780551978973,0.11469999700784683
260,0.13416246267260035,0.027799999341368675
261,0.14944567079805005,0.012399999424815178
262,0.08869105045280223,0.34700000286102295
263,0.08763057693867826,0.37610000371932983
264,0.09416766371565188,0.2800999879837036
265,0.16416177394477183,0.0015999999595806003
266,0.10597222047610266,0.13120000064373016
267,0.0964641961849626,0.24390000104904175
268,0.11188914774171188,0.1087999939918518
269,0.0834426235490886,0.4447000026702881
270,0.08791058236906069,0.3571999967098236
271,0.11547985220948553,0.08190000057220459
272,0.23048213976575527,0.0
273,0.11135576726162211,0.10319999605417252
274,0.12123662887561126,0.06350000202655792
275,0.08886172353644906,0.3568999767303467
276,0.08464965065435126,0.4301999807357788
277,0.11141291149581956,0.1143999993801117
278,0.10862353137041492,0.12889999151229858
279,0.1895562656356422,0.0004999999655410647
280,0.10530363732120596,0.1542000025510788
281,0.09774315453589688,0.2248999923467636
282,0.11803559142865216,0.07090000063180923
283,0.1331237688765201,0.029199998825788498
284,0.11248072054762348,0.10649999976158142
285,0.09519282897727654,0.2628999948501587
286,0.14001368260634095,0.02709999866783619
287,0.08690292878874328,0.3822000026702881
288,0.09504165465082748,0.24929998815059662
289,0.11852080327227088,0.07400000095367432
290,0.10536678858821524,0.14949999749660492
291,0.1276975998524832,0.03879999741911888
292,0.12104401254708286,0.05929999798536301
293,0.17925192713746352,0.0015999999595806003
294,0.13592784846706252,0.020399998873472214
295,0.12687423804505027,0.041600000113248825
296,0.09147337390198662,0.31929999589920044
297,0.08355339243343307,0.44739997386932373
298,0.09666689266615425,0.24939998984336853
299,0.12235201921996164,0.05810000002384186
300,0.18639429675169938,0.0009999999310821295
301,0.1106796896970983,0.11659999936819077
302,0.09588245808697682,0.2620999813079834
303,0.10316106509685241,0.16869999468326569
304,0.08155685301000881,0.5018999576568604
305,0.09242542449906388,0.3050000071525574
306,0.09911245268290925,0.20729999244213104
307,0.167522083674428,0.0050999997183680534
308,0.10024236890271698,0.19059999287128448
309,0.10005121513178117,0.1867000013589859
310,0.09330425392458586,0.2830999791622162
311,0.09328052083340754,0.28189998865127563
312,0.09473956802166072,0.26100000739097595
313,0.09832173652419351,0.2198999971151352
314,0.15301614604607416,0.012199999764561653
315,0.07911384838803759,0.5444999933242798
316,0.08191633546258226,0.4869000017642975
317,0.08031468427398569,0.517799973487854
318,0.07996890983435545,0.5245000123977661
319,0.09154331695002926,0.30889999866485596
320,0.08966526068215641,0.3366999924182892
321,0.15186368440382725,0.010999999940395355
322,0.10549182648337796,0.142099991440773
323,0.09534813467392578,0.2604999840259552
324,0.08715272611438163,0.38449999690055847
325,0.08045283612476561,0.5159000158309937
326,0.10276285363231596,0.17499999701976776
327,0.11209137474995368,0.10939999669790268
328,0.1560688852778307,0.009099999442696571
329,0.09057802455797193,0.3278999924659729
330,0.08393252039446053,0.4414999783039093
331,0.07893830708506688,0.5455999970436096
332,0.0820176067261047,0.4901999831199646
333,0.09937552513708958,0.21549999713897705
334,0.08480211525881565,0.4188999831676483
335,0.13373891690715678,0.03629999980330467
336,0.0783170009754659,0.5652999877929688
337,0.07918754651414273,0.5530999898910522
338,0.07876391855220688,0.5586000084877014
339,0.07969141669518187,0.5321999788284302
340,0.09195406735358835,0.296999990940094
341,0.0919000938213026,0.30219998955726624
342,0.13873331578678272,0.025699999183416367
343,0.08002509671563884,0.5327000021934509
344,0.08642141199102205,0.3919999897480011
345,0.08544734234340434,0.41189998388290405
346,0.09020087849681402,0.32269999384880066
347,0.10003442857074263,0.20639999210834503
348,0.09141583208085002,0.3017999827861786
349,0.13906781851901084,0.028699999675154686
350,0.07822248224705919,0.5734999775886536
351,0.07819391541735432,0.5569999814033508
352,0.0865251927740498,0.3887999951839447
353,0.09561990307994783,0.2459999918937683
354,0.10315125586740237,0.1776999980211258
355,0.0925912742281767,0.29729998111724854
356,0.14535213207905073,0.02019999921321869
357,0.08332539191279009,0.4520999789237976
358,0.08466666442625526,0.4396999776363373
359,0.09113427585960121,0.3164999783039093
360,0.09468727843297398,0.2651999890804291
361,0.11813580671197221,0.0810999944806099
362,0.09926387419353522,0.2126999944448471
363,0.15265109484087036,0.01549999974668026
